ヘッダ情報:伝票No.(伝票No.),ヘッダ情報:出張申請伝票No.(申請No.),ヘッダ情報:行数,明細情報:明細No.,明細情報:明細日付(日付),明細情報:明細時刻(開始)(時刻),明細情報:明細時刻(終了)(時刻),明細情報:出発地(出発),明細情報:到着地(到着),明細情報:交通機関(交通機関他),明細情報:金額(金額),明細情報:証票(領収証),明細情報:手当1CD(日当(選択)),明細情報:手当2CD(宿泊料(選択)),明細情報:手当3CD(滞在費補助(選択)),明細情報:フリー１(備考),明細情報:勘定科目名,明細情報:小計(小計),ヘッダ情報:手当計(手当計),ヘッダ情報:合計(合計),ヘッダ情報:申請者CD(申請者),ヘッダ情報:申請者名(申請者),ヘッダ情報:承認実行者1名,ヘッダ情報:承認日1,ヘッダ情報:承認実行者2名,ヘッダ情報:承認日2,ヘッダ情報:承認実行者3名,ヘッダ情報:承認日3,ヘッダ情報:承認実行者4名,ヘッダ情報:承認日4,ヘッダ情報:承認実行者5名,ヘッダ情報:承認日5
MEBAS0017966,,24,21,2026/04/24,07:30:00,07:45:00,野洲駅,山出前,電車･ﾊﾞｽ,270,証票なし,,,,,旅費交通費,270,13000,71868,AH000318,岡田　高明,西 三照,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017966,,24,22,2026/04/24,08:00:00,16:00:00,野洲事業所,,作業･打合せ,0,証票なし,,,,打ち合わせ他,旅費交通費,0,13000,71868,AH000318,岡田　高明,西 三照,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017966,,24,23,2026/04/24,16:00:00,16:15:00,野洲事業所,野洲駅,車(同乗),0,証票なし,,,,社有車送迎,旅費交通費,0,13000,71868,AH000318,岡田　高明,西 三照,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017966,,24,24,2026/04/24,17:01:00,20:44:00,野洲,大塚（東京）,電車･ﾊﾞｽ,12840,証票あり,,,,野洲駅ｰ米原ｰ東京ｰ大塚：JR西日本ｰJR東海ｰJR東日本,旅費交通費,12840,13000,71868,AH000318,岡田　高明,西 三照,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017967,,25,1,2026/04/20,06:51:00,08:38:00,多賀大社前,大久保（京都）,電車･ﾊﾞｽ,1840,証票なし,,,,野洲駅まで通勤経路「野洲時刻7:40）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,2,2026/04/20,08:47:00,08:59:00,大久保（京都）,久御山工業団地,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,3,2026/04/20,09:00:00,17:00:00,GA久御山事業所,,作業･打合せ,0,証票なし,,,,PSS移管業務OJT,旅費交通費,0,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,4,2026/04/20,17:10:00,17:30:00,久御山工業団地,大久保（京都）,電車･ﾊﾞｽ,250,証票なし,,,,渋滞のため到着遅れ,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,5,2026/04/20,17:34:00,19:16:00,大久保（京都）,多賀大社前,電車･ﾊﾞｽ,1840,証票なし,,,,野洲から通勤経路（野洲着19:15）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,6,2026/04/21,06:51:00,08:38:00,多賀大社前,大久保（京都）,電車･ﾊﾞｽ,1840,証票なし,,,,野洲駅まで通勤経路「野洲時刻7:40）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,7,2026/04/21,08:47:00,08:59:00,大久保（京都）,久御山工業団地,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,8,2026/04/21,09:00:00,16:40:00,GA久御山事業所,,作業･打合せ,0,証票なし,,,,PSS移管業務OJT,旅費交通費,0,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,9,2026/04/21,16:59:00,17:20:00,久御山工業団地,大久保（京都）,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,10,2026/04/21,17:34:00,19:16:00,大久保（京都）,多賀大社前,電車･ﾊﾞｽ,1840,証票なし,,,,野洲から通勤経路（野洲着17:45）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,11,2026/04/22,06:51:00,08:38:00,多賀大社前,大久保（京都）,電車･ﾊﾞｽ,1840,証票なし,,,,野洲駅まで通勤経路「野洲時刻7:40）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,12,2026/04/22,08:47:00,08:59:00,大久保（京都）,久御山工業団地,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,13,2026/04/22,09:00:00,16:45:00,GA久御山事業所,,作業･打合せ,0,証票なし,,,,PSS移管業務OJT,旅費交通費,0,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,14,2026/04/22,16:59:00,17:20:00,久御山事業所,大久保（京都）,電車･ﾊﾞｽ,250,証票なし,,,,久御山SCREENバス,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,15,2026/04/22,17:34:00,19:16:00,大久保（京都）,多賀大社前,電車･ﾊﾞｽ,1840,証票なし,,,,野洲から通勤経路（野洲着19:15）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,16,2026/04/23,06:51:00,08:38:00,多賀大社前,大久保（京都）,電車･ﾊﾞｽ,1840,証票なし,,,,野洲駅まで通勤経路「野洲時刻7:40）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,17,2026/04/23,08:47:00,08:59:00,大久保（京都）,久御山工業団地,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,18,2026/04/23,09:00:00,16:30:00,GA久御山事業所,,作業･打合せ,0,証票なし,,,,PSS移管業務OJT,旅費交通費,0,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,19,2026/04/23,16:51:00,17:10:00,久御山工業団地,大久保（京都）,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,20,2026/04/23,17:34:00,19:16:00,大久保（京都）,多賀大社前,電車･ﾊﾞｽ,1840,証票なし,,,,野洲から通勤経路（野洲着18:15）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,21,2026/04/24,06:51:00,08:38:00,多賀大社前,大久保（京都）,電車･ﾊﾞｽ,1840,証票なし,,,,野洲駅まで通勤経路「野洲時刻7:40）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,22,2026/04/24,08:47:00,08:59:00,大久保（京都）,久御山工業団地,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,23,2026/04/24,09:00:00,16:45:00,GA久御山事業所,,作業･打合せ,0,証票なし,,,,PSS移管業務OJT,旅費交通費,0,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,24,2026/04/24,16:59:00,17:20:00,久御山工業団地,大久保（京都）,電車･ﾊﾞｽ,250,証票なし,,,,,旅費交通費,250,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017967,,25,25,2026/04/24,17:34:00,19:16:00,大久保（京都）,多賀大社前,電車･ﾊﾞｽ,1840,証票なし,,,,野洲から通勤経路（野洲着18:00）,旅費交通費,1840,0,20900,AA003079,山本 一成,高橋　昭太,2026/04/27,田中 裕子,2026/04/27,,,,,,
MEBAS0017968,,14,1,2026/04/23,06:40:00,06:55:00,北習志野,西船橋,電車･ﾊﾞｽ,440,証票なし,002,,012,西船橋から通勤経路を外れる(6:55頃),旅費交通費,440,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,2,2026/04/23,06:55:00,10:10:00,西船橋,茅野,電車･ﾊﾞｽ,3850,証票なし,,,,乗車券料金のみ,旅費交通費,3850,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,3,2026/04/23,08:00:00,10:10:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票なし,,,,特急券料金のみ,旅費交通費,2140,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,4,2026/04/23,10:20:00,11:00:00,ニチレン茅野,キョウデン伊那,車,0,証票なし,,,,レンタカーを利用,賃借料,0,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,5,2026/04/23,11:00:00,16:40:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,巡回作業,旅費交通費,0,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,6,2026/04/23,17:30:00,08:20:00,ホテル,,ﾎﾃﾙ,8500,証票あり,,,,,旅費交通費,8500,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,7,2026/04/24,09:00:00,15:45:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,巡回作業,旅費交通費,0,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,8,2026/04/24,18:00:00,08:40:00,ホテル,,ﾎﾃﾙ,17800,証票あり,,,,2泊分の領収書となります。,旅費交通費,17800,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,9,2026/04/25,09:00:00,17:00:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,点検作業,旅費交通費,0,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,10,2026/04/26,09:00:00,15:00:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,点検作業,旅費交通費,0,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,11,2026/04/26,15:05:00,15:45:00,キョウデン伊那,JR茅野駅,車,0,証票なし,,,,巡回車を利用,賃借料,0,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,12,2026/04/26,15:50:00,19:30:00,茅野,西船橋,電車･ﾊﾞｽ,3850,証票なし,,,,乗車券料金のみ,旅費交通費,3850,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,13,2026/04/26,15:50:00,18:35:00,茅野,西船橋,電車･ﾊﾞｽ,2140,証票なし,,,,特急券料金のみ,旅費交通費,2140,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017968,,14,14,2026/04/26,19:30:00,19:40:00,西船橋,北習志野,電車･ﾊﾞｽ,440,証票なし,,,,西船橋から通勤経路(19:30頃),旅費交通費,440,17300,56460,AZ000160,清水 雄太,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,1,2026/04/23,07:30:00,10:06:00,大塚（東京）,茅野,電車･ﾊﾞｽ,3520,証票なし,002,,012,JR東日本,旅費交通費,3520,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,2,2026/04/23,08:00:00,10:06:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票あり,,,,特急料金,旅費交通費,2140,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,3,2026/04/23,19:00:00,08:30:00,ホテル,,ﾎﾃﾙ,8500,証票あり,,,,体調不良のため有休　1泊分宿泊費,旅費交通費,8500,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,4,2026/04/24,09:00:00,15:30:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,巡回サービス WO-00344063,旅費交通費,0,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,5,2026/04/24,15:40:00,16:30:00,キョウデン伊那,茅野駅,車(同乗),0,証票なし,,,,レンタカー,旅費交通費,0,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,6,2026/04/24,16:59:00,19:30:00,茅野,大塚,電車･ﾊﾞｽ,3520,証票なし,,,,JR東日本,旅費交通費,3520,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017969,,7,7,2026/04/24,16:59:00,19:08:00,茅野,新宿,電車･ﾊﾞｽ,2140,証票あり,,,,特急料金,旅費交通費,2140,6900,26720,AZ000163,松沢 響,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017970,,7,1,2026/04/20,08:31:00,08:56:00,千里丘,長岡京,電車･ﾊﾞｽ,410,証票なし,,,,,旅費交通費,410,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017970,,7,2,2026/04/20,09:05:00,10:00:00,長岡京駅,京明倉庫,車,0,証票なし,,,,ニッポンレンタカー,賃借料,0,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017970,,7,3,2026/04/20,10:00:00,11:00:00,京明倉庫,,作業･打合せ,0,証票なし,,,,IM業務,旅費交通費,0,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017970,,7,4,2026/04/20,11:00:00,11:30:00,京明倉庫,SCREEN洛西,車,0,証票なし,,,,,賃借料,0,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017970,,7,5,2026/04/20,11:30:00,17:15:00,SCREEN洛西,,作業･打合せ,0,証票なし,,,,IM業務,旅費交通費,0,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017970,,7,6,2026/04/20,17:15:00,17:30:00,SCREEN洛西,長岡京駅,車,0,証票なし,,,,,賃借料,0,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017970,,7,7,2026/04/20,17:40:00,18:04:00,長岡京,千里丘,電車･ﾊﾞｽ,410,証票なし,,,,,旅費交通費,410,0,820,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017971,,3,1,2026/04/24,09:30:00,11:30:00,事務所,ムラカミ,車,0,証票なし,001,,,,賃借料,0,1700,1700,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017971,,3,2,2026/04/24,11:30:00,14:00:00,ムラカミ,,作業･打合せ,0,証票なし,,,,WO-00344559,旅費交通費,0,1700,1700,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017971,,3,3,2026/04/24,14:00:00,16:20:00,ムラカミ,事務所,車,0,証票なし,,,,,賃借料,0,1700,1700,AH000611,志村　一磨,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017972,,5,1,2026/04/01,09:00:00,18:30:00,ちの技研,,作業･打合せ,0,証票なし,002,,012,WO-00341364,旅費交通費,0,6900,27670,AZ000141,水分 香織,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017972,,5,2,2026/04/01,18:30:00,09:00:00,ホテル,,ﾎﾃﾙ,8500,証票あり,,,,1泊分,旅費交通費,8500,6900,27670,AZ000141,水分 香織,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017972,,5,3,2026/04/02,09:00:00,17:30:00,ちの技研,,作業･打合せ,0,証票なし,,,,WO-00341364,旅費交通費,0,6900,27670,AZ000141,水分 香織,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017972,,5,4,2026/04/02,17:30:00,18:15:00,ちの技研,茅野駅,車(同乗),0,証票なし,,,,,旅費交通費,0,6900,27670,AZ000141,水分 香織,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017972,,5,5,2026/04/02,18:35:00,23:00:00,茅野,石山,電車･ﾊﾞｽ,12270,証票あり,,,,乗車券:茅野～石山、しなの指定席:塩尻～名古屋、東海道新幹線指定席:名古屋～京都、電車遅延あり,旅費交通費,12270,6900,27670,AZ000141,水分 香織,茅野　義洋,2026/04/27,田中 裕子,2026/04/27,,,高橋　昭太,2026/04/27,,
MEBAS0017973,,12,1,2026/04/21,07:30:00,10:06:00,大塚,茅野,電車･ﾊﾞｽ,3520,証票なし,002,,012,JR東日本,旅費交通費,3520,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,2,2026/04/21,08:00:00,10:06:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票あり,,,,特急券,旅費交通費,2140,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,3,2026/04/21,10:06:00,10:30:00,茅野,シムテック,車,0,証票なし,,,,,賃借料,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,4,2026/04/21,10:30:00,17:30:00,シムテック,,作業･打合せ,0,証票なし,,,,WO-00343381,旅費交通費,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,5,2026/04/21,17:30:00,18:00:00,シムテック,ホテル,車,0,証票なし,,,,,賃借料,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,6,2026/04/21,18:00:00,08:30:00,ホテル,,ﾎﾃﾙ,25500,証票あり,,,,3泊分,旅費交通費,25500,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,7,2026/04/22,08:50:00,18:40:00,シムテック,,作業･打合せ,0,証票なし,,,,WO-00342623,旅費交通費,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,8,2026/04/23,08:40:00,20:40:00,シムテック,,作業･打合せ,0,証票なし,,,,WO-00342623,旅費交通費,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,9,2026/04/24,09:00:00,14:30:00,ちの技研、アイン,,作業･打合せ,0,証票なし,,,,WO-00344550,旅費交通費,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,10,2026/04/24,14:30:00,15:18:00,アイン,茅野,車,0,証票なし,,,,,賃借料,0,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,11,2026/04/24,15:18:00,18:00:00,茅野,大塚,電車･ﾊﾞｽ,3520,証票なし,,,,JR東日本 大塚駅到着後、事務所にて18:45まで作業,旅費交通費,3520,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017973,,12,12,2026/04/24,15:18:00,17:26:00,茅野,新宿,電車･ﾊﾞｽ,2140,証票あり,,,,特急券,旅費交通費,2140,17300,54120,AZ000157,藤岡 拓己,中田　雅史,2026/04/30,,,田中 裕子,2026/04/30,高橋　昭太,2026/05/01,,
MEBAS0017974,,6,1,2026/04/20,07:45:00,09:00:00,守山（滋賀）,天満橋,電車･ﾊﾞｽ,1310,証票なし,,,,,旅費交通費,1310,0,5240,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/28,,
MEBAS0017974,,6,2,2026/04/20,09:30:00,16:00:00,安全衛生推進者講習,,作業･打合せ,0,証票なし,,,,安全衛生推進者講習,旅費交通費,0,0,5240,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/28,,
MEBAS0017974,,6,3,2026/04/20,16:15:00,17:45:00,天満橋,守山（滋賀）,電車･ﾊﾞｽ,1310,証票なし,,,,,旅費交通費,1310,0,5240,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/28,,
MEBAS0017974,,6,4,2026/04/21,07:45:00,09:00:00,守山（滋賀）,天満橋,電車･ﾊﾞｽ,1310,証票なし,,,,,旅費交通費,1310,0,5240,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/28,,
MEBAS0017974,,6,5,2026/04/21,09:30:00,16:00:00,安全衛生推進者講習,,作業･打合せ,0,証票なし,,,,安全衛生推進者講習,旅費交通費,0,0,5240,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/28,,
MEBAS0017974,,6,6,2026/04/21,16:15:00,17:45:00,天満橋,守山（滋賀）,電車･ﾊﾞｽ,1310,証票なし,,,,,旅費交通費,1310,0,5240,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/28,,
MEBAS0017975,,18,1,2026/04/22,19:00:00,19:30:00,守山（滋賀）,京都,電車･ﾊﾞｽ,490,証票なし,,,012,,旅費交通費,490,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,2,2026/04/22,19:30:00,21:30:00,京都,新横浜,電車･ﾊﾞｽ,12850,証票あり,,,,,旅費交通費,12850,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,3,2026/04/22,21:30:00,22:00:00,新横浜,町田,電車･ﾊﾞｽ,341,証票なし,,,,,旅費交通費,341,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,4,2026/04/22,22:00:00,08:00:00,,,ﾎﾃﾙ,20140,証票あり,,,,2泊,旅費交通費,20140,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,5,2026/04/23,08:00:00,09:00:00,町田,大塚（東京）,電車･ﾊﾞｽ,596,証票なし,,,,,旅費交通費,596,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,6,2026/04/23,09:00:00,11:30:00,大塚事務所,,作業･打合せ,0,証票なし,,,,打合せ,旅費交通費,0,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,7,2026/04/23,11:30:00,13:00:00,大塚（東京）,八王子,電車･ﾊﾞｽ,803,証票なし,,,,,旅費交通費,803,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,8,2026/04/23,13:30:00,14:00:00,八王子,平岡町,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,9,2026/04/23,14:00:00,18:30:00,伸和プリント工業平岡工場,,作業･打合せ,0,証票なし,,,,WO-00340610,旅費交通費,0,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
MEBAS0017975,,18,10,2026/04/23,18:30:00,19:00:00,平岡町,八王子,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,10000,60817,AH000135,河本　実,岡田　高明,2026/04/28,田中 裕子,2026/04/28,,,高橋　昭太,2026/04/29,,
